timestamp,ambience_lux,light_needed
14:51:37,21947.36,no
11:00:45,24387.43,no
04:22:47,2.61,yes
10:34:13,36822.51,no
04:12:06,3.1,yes
14:25:21,24093.19,no
09:02:46,26395.55,no
16:07:00,100.0,no
07:17:37,8087.22,no
04:56:14,2.28,yes
03:26:29,2.86,yes
20:09:28,0.69,yes
13:53:49,25294.59,no
02:54:23,1.88,yes
00:35:10,1.58,yes
23:39:46,2.3,yes
01:51:58,1.49,yes
03:14:43,0.51,yes
07:02:51,5718.25,no
15:11:29,17685.97,no
10:37:26,33568.35,no
12:51:55,17920.79,no
06:57:15,191.42,no
06:04:11,121.28,no
05:24:42,16.52,yes
22:58:32,3.14,yes
09:30:59,29335.44,no
22:50:16,2.73,yes
06:04:26,119.62,no
23:38:21,2.93,yes
15:31:07,5818.37,no
14:17:39,25587.88,no
07:57:45,12235.19,no
14:34:30,23408.79,no
08:54:49,25950.51,no
02:33:40,2.97,yes
23:58:00,2.85,yes
18:41:04,68.51,no
23:18:36,2.35,yes
08:20:48,18664.85,no
01:26:03,1.97,yes
12:16:42,17691.54,no
10:02:17,33261.9,no
12:01:37,16360.87,no
13:55:06,25492.79,no
16:53:10,100.0,no
06:58:17,198.9,no
02:53:48,1.78,yes
23:43:33,3.31,yes
08:36:29,24447.51,no
17:34:05,198.42,no
22:43:33,1.72,yes
11:13:19,20772.35,no
12:37:27,16515.94,no
08:37:08,24205.23,no
19:59:09,0.1,yes
15:29:55,5453.58,no
10:05:01,31703.92,no
05:21:53,23.59,no
16:06:34,100.0,no
19:12:59,84.81,no
11:53:22,17231.4,no
05:31:17,83.63,no
09:07:17,28135.3,no
18:13:42,152.8,no
12:25:12,18488.89,no
03:38:54,3.18,yes
00:27:19,2.75,yes
22:53:50,2.87,yes
14:50:40,22009.66,no
10:46:51,22623.26,no
23:10:05,2.59,yes
08:32:57,23622.74,no
06:50:20,175.87,no
23:42:06,3.06,yes
18:13:00,101.55,no
02:42:17,3.23,yes
02:38:35,3.17,yes
07:36:18,11388.23,no
17:33:11,191.04,no
22:40:03,1.2,yes
12:37:18,16371.41,no
10:01:34,32835.57,no
10:38:13,33121.4,no
00:07:10,2.53,yes
16:19:20,100.0,no
22:36:58,0.64,yes
03:58:03,2.01,yes
13:38:36,27990.63,no
20:02:10,2.97,yes
10:24:20,39765.0,no
23:50:28,2.29,yes
20:58:42,2.36,yes
23:30:46,3.44,yes
14:00:33,24754.11,no
23:05:28,2.25,yes
19:27:59,31.38,no
15:44:26,9096.38,no
13:30:51,29647.92,no
22:36:33,0.57,yes
10:44:13,23466.02,no
18:07:02,101.76,no
00:08:28,3.5,yes
19:25:01,80.08,no
15:49:16,6417.74,no
20:07:18,2.09,yes
05:47:06,58.66,no
06:32:17,119.92,no
07:19:50,9346.42,no
23:21:27,2.87,yes
12:20:14,20273.02,no
06:19:57,123.47,no
10:03:32,32047.08,no
15:05:31,17321.31,no
09:07:39,29139.73,no
08:34:33,22981.39,no
07:12:02,4848.89,no
11:56:10,16502.51,no
16:18:51,100.0,no
13:04:41,20013.5,no
19:14:08,49.2,no
12:12:05,17628.63,no
14:12:36,24506.31,no
17:32:04,163.96,no
00:49:37,1.33,yes
15:16:33,13078.11,no
12:34:00,15017.01,no
14:28:47,23273.12,no
19:48:41,41.93,no
20:09:00,1.69,yes
11:12:52,20668.93,no
08:17:50,19948.8,no
05:24:46,8.16,yes
10:12:13,32926.2,no
02:22:37,2.25,yes
23:07:42,1.74,yes
10:40:49,30612.15,no
03:07:49,1.79,yes
00:09:46,3.45,yes
01:11:55,1.53,yes
23:50:54,1.57,yes
07:41:49,11027.68,no
01:10:47,1.77,yes
10:04:25,31787.29,no
17:13:31,181.66,no
05:56:55,56.54,no
03:45:15,2.98,yes
12:35:32,15786.83,no
04:39:06,1.95,yes
05:28:31,46.45,no
20:01:31,3.49,yes
02:43:09,3.36,yes
06:11:40,117.46,no
19:10:25,49.14,no
06:42:20,185.77,no
08:02:28,8326.85,no
02:36:18,1.6,yes
19:33:22,23.57,no
04:30:34,2.76,yes
07:04:51,3575.01,no
14:21:36,22986.0,no
19:07:28,91.01,no
07:58:49,10313.76,no
13:45:14,31491.34,no
13:24:35,29340.97,no
13:52:26,26556.13,no
17:58:18,142.18,no
16:51:14,100.0,no
09:24:07,29137.23,no
15:03:44,16750.93,no
01:50:28,1.1,yes
17:22:07,172.59,no
08:58:13,28192.04,no
03:09:06,1.08,yes
10:30:21,37387.08,no
07:59:40,11005.04,no
18:32:32,129.46,no
14:17:48,25664.05,no
11:11:51,22462.78,no
18:36:00,124.68,no
04:34:30,1.05,yes
12:49:34,20090.05,no
10:34:24,36389.27,no
06:11:44,106.36,no
20:40:47,1.57,yes
08:40:27,23914.72,no
21:03:01,1.81,yes
23:18:59,1.97,yes
23:38:51,2.83,yes
10:32:54,36323.75,no
18:42:50,95.91,no
00:54:29,1.0,yes
01:48:23,2.91,yes
21:35:51,1.48,yes
07:07:59,1674.62,no
18:56:13,44.35,no
02:57:42,2.07,yes
18:32:02,138.51,no
23:41:01,3.02,yes
08:58:18,28043.9,no
02:08:16,3.45,yes
09:24:28,30525.93,no
04:01:42,2.96,yes
13:03:17,18543.81,no
06:40:21,153.95,no
07:23:41,9568.4,no
23:46:11,2.47,yes
07:59:31,10190.55,no
04:19:58,3.22,yes
01:23:56,1.73,yes
11:52:37,16793.66,no
20:01:28,3.5,yes
05:00:41,22.89,no
12:51:27,18702.43,no
09:03:13,25892.48,no
11:26:02,14985.84,no
15:55:22,7897.74,no
05:39:34,84.61,no
18:50:37,75.18,no
23:08:24,2.22,yes
01:30:33,1.07,yes
09:47:38,26539.62,no
13:46:14,31581.61,no
00:16:33,1.77,yes
11:20:54,18003.12,no
06:41:17,137.83,no
01:35:47,3.23,yes
01:50:50,0.5,yes
23:23:57,3.26,yes
23:07:50,1.67,yes
23:42:07,3.12,yes
01:59:45,1.48,yes
14:23:22,23649.19,no
04:50:49,2.7,yes
13:36:58,27006.61,no
23:05:52,2.99,yes
19:18:39,87.1,no
08:36:42,24153.53,no
06:55:53,232.87,no
08:39:29,25106.13,no
10:04:20,31355.68,no
22:32:42,1.84,yes
21:03:32,1.39,yes
11:19:55,17756.82,no
10:38:54,34185.02,no
20:31:31,0.5,yes
04:35:12,2.04,yes
09:29:52,29501.51,no
03:37:46,2.29,yes
05:24:27,16.96,yes
13:39:51,28255.62,no
19:24:47,69.82,no
23:08:35,2.34,yes
16:19:11,100.0,no
08:15:39,17791.46,no
12:49:30,20024.09,no
18:28:24,134.13,no
07:37:53,13082.34,no
08:00:28,12039.95,no
21:42:29,3.4,yes
22:23:55,2.72,yes
04:22:21,1.72,yes
09:31:17,29601.95,no
13:11:34,26079.79,no
10:17:58,35564.28,no
19:57:09,7.46,yes
11:22:07,16613.71,no
12:18:21,21214.48,no
17:48:11,181.01,no
11:47:45,17017.75,no
19:03:06,60.38,no
21:02:33,2.06,yes
03:07:48,1.94,yes
02:40:50,3.42,yes
19:55:34,0.1,yes
17:40:00,163.38,no
22:02:49,1.35,yes
09:28:18,31705.77,no
03:30:39,1.01,yes
22:08:34,3.5,yes
07:37:13,11931.53,no
14:54:59,20883.43,no
20:07:12,2.31,yes
04:32:04,3.42,yes
09:10:59,26784.57,no
10:22:16,38366.9,no
11:15:53,19883.59,no
10:38:14,33081.96,no
14:43:08,21035.24,no
01:29:44,1.33,yes
19:32:07,16.2,yes
22:28:23,0.5,yes
21:13:18,2.57,yes
07:09:13,1012.24,no
23:13:08,2.3,yes
19:12:10,94.25,no
21:30:22,1.15,yes
16:30:42,100.0,no
08:07:36,14329.3,no
07:24:29,10047.59,no
01:00:26,1.33,yes
08:13:24,16313.54,no
14:49:20,23427.75,no
18:29:14,102.27,no
03:59:52,3.5,yes
05:13:20,18.31,yes
05:05:22,44.51,no
09:18:15,31323.45,no
06:16:56,155.82,no
21:26:31,0.57,yes
19:35:39,61.14,no
17:10:43,164.88,no
21:27:07,0.76,yes
07:15:19,5606.76,no
06:06:59,120.58,no
20:08:22,0.91,yes
10:38:44,33359.44,no
01:44:31,3.34,yes
19:29:52,49.92,no
20:44:11,1.29,yes
13:00:42,19040.46,no
23:57:45,2.04,yes
10:46:33,20867.74,no
01:25:56,2.18,yes
06:00:27,69.79,no
04:33:41,1.97,yes
13:18:26,22279.3,no
19:08:55,83.65,no
14:41:05,21163.18,no
15:18:45,12445.19,no
15:20:25,13878.97,no
04:22:43,2.57,yes
00:38:19,0.86,yes
14:32:35,25726.15,no
19:49:14,39.16,no
10:55:49,24798.22,no
16:01:20,4269.39,no
14:06:48,24347.64,no
00:05:11,3.15,yes
03:21:52,3.1,yes
22:19:17,0.82,yes
20:59:51,3.2,yes
09:11:56,28972.15,no
14:32:27,25581.6,no
20:24:11,0.87,yes
22:34:13,2.08,yes
02:22:21,2.68,yes
13:28:55,28783.03,no
11:50:18,16843.77,no
04:16:14,3.07,yes
15:49:22,6847.09,no
23:57:23,2.52,yes
19:01:51,25.63,no
21:46:30,2.54,yes
23:52:28,0.6,yes
03:49:19,3.33,yes
18:56:35,39.52,no
23:26:05,2.08,yes
10:09:33,31281.34,no
08:09:26,14629.92,no
02:01:37,2.04,yes
22:07:32,3.42,yes
03:15:36,1.17,yes
10:54:59,23059.43,no
20:55:13,0.64,yes
15:12:38,17842.33,no
22:06:57,3.45,yes
19:31:31,21.01,no
07:25:11,9298.1,no
08:19:09,21146.39,no
00:47:11,1.94,yes
20:37:48,0.65,yes
11:56:11,16853.3,no
00:07:36,2.76,yes
07:34:19,6355.36,no
23:36:31,2.44,yes
00:39:15,1.13,yes
23:59:06,0.79,yes
21:10:55,3.32,yes
17:51:45,111.17,no
05:37:58,79.95,no
18:19:59,137.9,no
20:02:28,3.18,yes
00:32:20,2.29,yes
10:06:43,30231.38,no
18:56:22,32.85,no
13:00:41,19259.62,no
07:26:33,10235.03,no
08:07:54,14477.62,no
08:50:23,26837.11,no
05:40:51,85.4,no
17:55:24,129.34,no
13:22:16,28441.46,no
04:12:26,2.97,yes
01:16:53,2.1,yes
12:18:51,22192.54,no
14:26:09,22172.0,no
13:03:43,19796.18,no
10:23:55,39138.38,no
06:45:18,177.7,no
15:00:28,17953.59,no
21:37:40,1.22,yes
13:45:15,31546.88,no
08:53:27,27101.99,no
11:13:18,20635.28,no
14:44:59,23188.95,no
09:53:40,28950.49,no
11:31:36,14978.49,no
11:01:36,25270.15,no
02:24:01,1.8,yes
23:54:57,2.61,yes
06:27:31,172.76,no
12:04:17,17227.63,no
02:37:06,2.58,yes
14:54:50,20990.86,no
03:54:18,3.16,yes
17:38:59,164.89,no
02:22:28,2.45,yes
07:05:18,4396.11,no
22:59:02,3.35,yes
14:51:16,21054.95,no
14:12:48,24151.53,no
20:55:30,0.66,yes
11:57:34,17222.37,no
11:26:11,15050.02,no
22:54:54,2.2,yes
06:51:45,207.74,no
13:44:37,30058.99,no
23:44:26,3.45,yes
03:47:28,2.74,yes
23:48:30,2.41,yes
05:33:26,39.18,no
21:13:48,2.57,yes
21:25:33,0.74,yes
21:54:43,1.37,yes
09:04:19,26651.75,no
03:28:43,1.53,yes
15:36:52,9493.42,no
12:47:46,18952.55,no
23:01:36,3.2,yes
12:53:21,19823.64,no
16:28:54,100.0,no
13:51:33,30863.38,no
11:46:39,16316.57,no
16:42:41,2646.88,no
08:16:54,20690.01,no
23:17:37,2.23,yes
04:31:16,3.0,yes
13:56:14,24325.4,no
07:06:39,2912.26,no
11:44:57,15598.53,no
17:18:17,216.69,no
12:06:21,16911.34,no
21:59:24,3.15,yes
23:20:20,2.49,yes
04:18:31,3.43,yes
06:19:10,164.96,no
20:20:25,0.5,yes
06:46:15,142.59,no
14:02:51,24143.04,no
20:52:37,1.21,yes
21:02:15,2.45,yes
07:09:02,727.99,no
15:15:53,12351.26,no
06:13:18,152.89,no
00:10:27,2.78,yes
00:25:52,2.98,yes
03:59:33,3.12,yes
14:41:37,21482.71,no
00:44:56,1.52,yes
06:44:05,198.45,no
20:59:24,2.89,yes
09:17:58,31039.34,no
23:39:25,2.12,yes
21:21:06,0.53,yes
04:24:41,2.59,yes
11:27:14,14612.75,no
12:55:14,21124.56,no
05:29:15,10.25,yes
16:12:21,100.0,no
01:01:00,0.5,yes
12:18:31,21878.88,no
03:12:59,0.71,yes
18:31:51,131.67,no
00:01:11,2.88,yes
20:42:00,0.75,yes
06:14:12,160.37,no
23:06:10,2.85,yes
14:18:18,24179.63,no
10:34:47,36555.73,no
17:15:28,199.38,no
11:06:38,26386.31,no
06:41:01,154.78,no
11:55:48,16564.24,no
23:14:17,1.5,yes
10:43:17,24927.18,no
18:07:04,93.89,no
03:53:26,3.37,yes
14:57:56,17183.43,no
13:22:28,28274.19,no
00:50:50,1.71,yes
22:30:13,1.71,yes
05:45:19,50.82,no
23:46:59,2.34,yes
08:11:08,16850.42,no
20:09:27,0.69,yes
21:17:20,1.84,yes
18:24:36,96.94,no
06:20:45,115.16,no
20:40:49,1.45,yes
05:00:07,4.72,yes
17:41:05,117.68,no
03:16:41,2.04,yes
16:23:40,100.0,no
00:31:26,3.5,yes
07:26:07,9596.86,no
14:52:44,21472.18,no
05:42:36,98.37,no
07:49:12,14316.58,no
12:00:17,16496.69,no
17:55:38,138.04,no
14:12:09,22902.3,no
17:14:14,179.72,no
06:52:45,228.52,no
20:52:23,1.48,yes
08:53:03,27408.84,no
07:42:43,12665.11,no
02:51:09,2.22,yes
16:40:50,228.16,no
02:32:35,2.81,yes
04:33:56,2.25,yes
01:18:37,1.39,yes
01:01:34,0.79,yes
01:21:47,1.48,yes
14:02:07,24504.77,no
12:30:31,14690.46,no
00:22:54,3.45,yes
12:40:43,17248.13,no
01:54:01,1.84,yes
16:23:29,100.0,no
06:21:14,109.76,no
16:27:24,100.0,no
16:53:44,100.0,no
07:59:14,10259.18,no
21:32:57,1.97,yes
14:31:34,26544.38,no
18:02:08,140.74,no
10:24:49,39904.6,no
13:52:11,27931.45,no
14:16:37,24336.97,no
04:01:49,2.77,yes
22:25:08,1.42,yes
15:54:59,6233.79,no
10:52:52,22390.62,no
04:42:48,1.78,yes
01:30:26,1.2,yes
11:44:15,15871.59,no
09:59:38,29240.11,no
01:49:19,2.03,yes
09:51:57,28349.17,no
21:23:24,0.59,yes
05:30:56,93.06,no
18:02:53,159.39,no
19:34:30,6.43,yes
11:00:44,24125.81,no
02:17:02,2.82,yes
08:56:45,27611.03,no
10:58:07,20486.22,no
23:48:22,2.37,yes
01:23:37,1.28,yes
23:03:42,2.34,yes
11:52:28,16447.22,no
20:02:08,3.21,yes
04:39:42,1.13,yes
22:31:17,1.55,yes
05:12:43,23.56,no
11:20:53,18292.9,no
19:31:42,40.2,no
06:20:55,117.67,no
23:22:46,3.37,yes
05:56:28,64.62,no
02:19:07,2.32,yes
03:28:40,1.35,yes
04:44:04,2.31,yes
04:36:11,0.65,yes
15:17:25,13131.51,no
05:41:48,63.25,no
17:47:42,181.69,no
23:41:38,3.5,yes
19:50:35,30.52,no
10:48:48,23371.0,no
07:22:51,9207.75,no
14:43:27,21224.92,no
14:36:11,23399.25,no
12:20:53,21192.32,no
08:35:06,23442.3,no
22:30:35,1.82,yes
23:12:26,2.05,yes
18:05:15,98.79,no
18:21:24,146.9,no
06:32:27,115.58,no
20:58:06,1.14,yes
11:09:43,23409.26,no
14:36:17,22544.75,no
10:58:10,20728.77,no
10:17:45,35778.37,no
03:54:59,2.53,yes
23:59:46,1.26,yes
05:12:46,21.89,no
15:29:33,6808.86,no
12:57:37,22349.22,no
17:38:02,185.38,no
02:09:58,1.65,yes
20:17:27,0.7,yes
02:29:55,2.96,yes
17:42:25,158.03,no
10:02:53,32297.99,no
01:44:33,3.5,yes
21:31:56,2.55,yes
10:30:54,37089.19,no
23:02:16,2.83,yes
11:21:08,17461.0,no
20:36:10,0.75,yes
03:19:15,2.48,yes
00:50:57,1.63,yes
22:52:39,1.95,yes
17:03:59,173.05,no
22:03:12,1.5,yes
05:35:35,74.01,no
23:31:43,2.25,yes
22:34:41,2.23,yes
22:57:36,3.5,yes
00:13:43,1.37,yes
17:23:03,187.62,no
12:05:12,16890.57,no
00:33:21,2.3,yes
14:53:29,22302.94,no
19:45:37,0.1,yes
02:43:51,2.69,yes
15:15:05,14802.15,no
02:56:05,2.04,yes
01:08:11,0.94,yes
16:38:53,100.0,no
06:16:04,154.34,no
06:36:58,188.4,no
01:23:07,1.36,yes
04:03:28,3.5,yes
10:07:23,31227.3,no
01:27:04,1.96,yes
12:14:29,15085.04,no
23:19:40,2.44,yes
04:14:19,2.78,yes
22:40:19,0.8,yes
02:26:21,1.35,yes
20:30:07,1.48,yes
13:41:23,28870.48,no
03:16:45,1.59,yes
05:57:56,75.58,no
12:02:27,15627.73,no
23:45:45,2.26,yes
05:38:32,100.39,no
01:32:29,2.08,yes
04:02:58,3.47,yes
14:45:53,23558.38,no
21:47:08,2.78,yes
04:16:49,2.52,yes
22:19:28,0.9,yes
19:34:12,23.67,no
04:35:22,1.86,yes
20:21:52,0.8,yes
11:25:11,14934.07,no
06:37:48,181.8,no
07:35:44,9468.38,no
14:53:46,22679.13,no
08:40:46,23353.48,no
04:25:34,2.36,yes
05:16:54,8.91,yes
22:05:24,3.23,yes
07:05:21,4769.25,no
03:26:38,2.88,yes
11:00:59,25065.18,no
03:20:15,3.0,yes
02:55:31,2.09,yes
11:10:32,21503.43,no
00:31:01,3.5,yes
18:36:09,116.49,no
22:27:36,1.95,yes
01:48:43,2.31,yes
05:15:04,38.86,no
07:13:31,4800.54,no
20:23:19,0.53,yes
03:01:48,2.51,yes
19:15:14,43.72,no
20:20:40,0.54,yes
12:13:07,15642.14,no
19:10:12,57.83,no
06:39:08,179.55,no
09:59:37,29128.7,no
15:03:13,17083.27,no
18:33:26,106.74,no
14:22:52,23815.93,no
00:12:13,2.86,yes
11:37:44,16139.3,no
18:28:37,128.19,no
19:27:05,65.22,no
03:39:42,2.48,yes
23:31:13,3.19,yes
13:01:12,19374.92,no
19:18:37,84.84,no
12:17:13,19355.07,no
06:02:14,124.46,no
10:25:27,39232.96,no
06:24:58,103.11,no
03:14:50,0.84,yes
09:43:24,28126.16,no
02:09:17,1.78,yes
06:50:33,172.12,no
20:16:42,0.68,yes
16:57:12,100.0,no
13:25:02,29197.4,no
13:00:21,19419.71,no
21:21:25,0.91,yes
17:07:34,164.99,no
06:05:04,81.37,no
14:29:06,24258.35,no
01:46:13,3.35,yes
00:05:53,3.25,yes
17:11:55,165.68,no
08:03:50,11397.72,no
08:57:16,28176.49,no
09:47:22,25777.25,no
08:06:52,14772.56,no
23:37:29,3.35,yes
10:10:40,33125.09,no
23:47:29,2.72,yes
01:57:00,1.58,yes
10:55:43,25142.1,no
02:08:58,2.59,yes
22:21:19,1.45,yes
16:45:26,100.0,no
19:06:39,59.84,no
15:36:20,9421.79,no
11:33:13,14948.09,no
18:39:59,120.47,no
22:01:57,1.12,yes
22:38:06,1.16,yes
02:24:10,1.42,yes
12:53:28,20543.68,no
08:01:18,10460.08,no
11:53:18,17331.52,no
14:11:41,23747.35,no
04:47:04,3.11,yes
12:45:27,18468.58,no
05:28:37,47.23,no
06:38:51,206.25,no
03:54:53,2.38,yes
06:04:38,141.09,no
09:52:12,28028.85,no
20:06:32,2.37,yes
18:55:56,32.15,no
08:15:10,17040.62,no
03:38:13,2.97,yes
12:08:34,17219.95,no
16:02:34,2288.48,no
16:58:50,100.0,no
12:59:32,21513.95,no
18:21:42,138.3,no
22:31:07,1.85,yes
09:59:29,29237.18,no
10:44:43,23108.26,no
19:53:26,46.35,no
13:42:51,30504.06,no
11:42:23,15962.41,no
17:19:18,186.09,no
04:03:38,3.37,yes
07:28:33,10867.63,no
07:58:34,10341.84,no
06:28:46,162.97,no
02:43:03,3.16,yes
13:16:44,22531.21,no
17:13:24,183.78,no
02:13:57,2.03,yes
10:01:48,33535.32,no
17:54:15,153.66,no
17:09:14,189.76,no
09:20:57,31180.67,no
11:14:53,19386.26,no
05:52:37,91.33,no
10:05:53,30463.5,no
12:44:11,18068.51,no
17:46:08,189.13,no
08:32:39,23749.82,no
06:59:06,184.96,no
21:22:30,1.18,yes
23:37:10,2.76,yes
08:40:30,24233.55,no
16:32:21,100.0,no
15:08:06,18822.4,no
10:03:08,33283.76,no
10:53:14,21975.01,no
06:09:16,121.74,no
19:32:06,22.57,no
11:00:20,23254.4,no
00:45:54,1.85,yes
15:25:20,11735.12,no
19:30:42,61.37,no
02:23:54,1.56,yes
01:23:38,1.29,yes
07:09:42,2857.81,no
08:52:43,27224.51,no
03:45:04,2.97,yes
00:50:48,1.54,yes
02:20:58,1.31,yes
07:03:45,5938.16,no
03:03:14,2.9,yes
00:26:03,3.22,yes
03:26:12,2.77,yes
07:28:20,10784.8,no
22:23:38,1.88,yes
12:42:31,18210.46,no
09:48:11,26133.57,no
20:15:39,0.9,yes
07:18:11,8591.21,no
23:38:22,2.83,yes
23:50:47,1.7,yes
08:12:43,17300.75,no
06:19:20,173.61,no
13:08:31,24641.56,no
05:52:10,109.48,no
16:11:48,100.0,no
14:56:41,19033.57,no
17:20:07,209.97,no
04:51:42,3.12,yes
04:07:46,1.35,yes
10:06:18,30355.71,no
17:58:42,145.27,no
02:55:09,1.9,yes
03:25:40,3.46,yes
05:48:33,85.55,no
09:29:49,29658.4,no
13:21:59,28270.58,no
07:37:00,12326.28,no
17:00:05,186.04,no
01:38:54,0.83,yes
09:37:52,28614.44,no
16:07:22,100.0,no
03:36:13,0.6,yes
04:10:03,3.16,yes
23:19:39,2.44,yes
16:11:40,100.0,no
14:06:30,25476.47,no
19:49:05,53.54,no
17:36:35,172.25,no
19:06:04,22.03,no
00:04:27,2.94,yes
14:07:20,24863.44,no
13:40:55,28317.68,no
16:01:48,3161.34,no
23:08:45,2.6,yes
03:36:08,0.72,yes
14:23:55,24313.62,no
04:56:58,2.01,yes
14:40:29,22585.59,no
10:18:09,35652.24,no
07:21:13,9634.47,no
03:20:43,3.19,yes
23:10:27,2.73,yes
22:51:05,3.31,yes
21:32:51,2.56,yes
08:47:03,26346.23,no
16:28:45,100.0,no
14:02:36,24439.95,no
14:38:23,21978.88,no
11:18:37,19470.4,no
03:23:27,2.29,yes
23:25:09,3.48,yes
02:11:57,2.42,yes
21:47:20,2.91,yes
22:42:16,2.55,yes
00:56:56,0.54,yes
20:54:17,0.87,yes
01:34:01,3.5,yes
21:29:15,1.42,yes
03:55:40,2.52,yes
01:43:23,3.22,yes
23:52:54,0.61,yes
14:55:58,17504.5,no
20:15:12,1.83,yes
15:47:18,7943.63,no
07:24:17,10272.2,no
00:07:02,2.74,yes
09:22:21,29623.24,no
17:25:19,198.28,no
20:10:02,1.18,yes
04:48:21,2.74,yes
01:30:51,1.47,yes
00:24:39,3.04,yes
06:36:49,177.39,no
13:04:38,19861.82,no
11:53:59,16105.94,no
04:39:55,0.94,yes
23:58:45,1.78,yes
16:03:53,3384.73,no
09:47:02,26494.58,no
12:24:21,19396.36,no
01:11:22,2.24,yes
10:40:41,31112.89,no
11:32:43,14792.54,no
21:49:28,3.2,yes
03:47:01,2.82,yes
05:33:27,43.56,no
20:12:31,1.38,yes
00:38:27,0.68,yes
00:21:11,0.98,yes
02:03:53,3.42,yes
08:48:03,26502.69,no
14:59:41,17899.59,no
12:28:17,14858.64,no
15:19:30,12894.33,no
12:30:35,14824.11,no
04:52:24,3.14,yes
00:38:21,0.87,yes
17:50:04,141.65,no
02:03:41,3.5,yes
09:07:05,27822.97,no
14:01:12,23829.01,no
10:44:42,23113.71,no
16:31:58,100.0,no
05:56:14,71.21,no
17:52:58,137.22,no
01:38:51,0.78,yes
17:01:56,237.87,no
15:01:50,17451.13,no
17:01:30,238.35,no
10:57:13,22058.61,no
06:17:05,129.48,no
21:08:21,2.29,yes
01:01:36,0.76,yes
01:51:51,1.65,yes
09:59:14,29055.2,no
20:51:21,1.49,yes
22:56:49,3.31,yes
04:00:37,2.77,yes
10:06:45,30374.63,no
07:03:49,5451.33,no
10:24:05,39884.81,no
02:11:51,2.51,yes
06:21:23,98.02,no
04:16:22,2.93,yes
19:29:51,46.57,no
00:47:25,1.29,yes
14:38:07,22549.55,no
14:10:36,24671.05,no
21:28:02,1.5,yes
20:53:14,1.24,yes
05:51:20,122.16,no
14:53:01,21050.47,no
18:35:42,134.46,no
23:31:33,2.91,yes
23:34:02,2.29,yes
09:42:24,28727.18,no
09:14:23,30429.46,no
05:13:31,20.8,no
09:37:14,29053.59,no
06:15:49,136.4,no
17:39:35,151.35,no
17:20:54,189.88,no
06:23:17,170.32,no
16:13:39,100.0,no
01:42:26,2.15,yes
14:09:05,24174.66,no
13:14:35,24356.22,no
02:25:00,2.31,yes
18:04:57,110.61,no
01:13:43,0.88,yes
04:47:49,2.48,yes
01:17:47,1.62,yes
12:34:14,15059.55,no
08:39:28,24994.42,no
10:19:51,38409.17,no
06:05:05,82.1,no
22:35:21,2.44,yes
01:49:15,2.32,yes
18:05:23,129.66,no
16:05:04,2250.76,no
19:56:32,0.1,yes
07:59:07,10265.41,no
13:02:23,18853.19,no
09:27:02,31560.24,no
14:09:34,24927.43,no
12:59:09,21432.58,no
01:05:11,0.67,yes
07:38:55,13181.49,no
22:31:39,1.93,yes
04:07:05,1.83,yes
16:12:11,100.0,no
16:43:47,621.08,no
04:19:50,3.14,yes
18:14:52,92.18,no
13:58:07,23347.58,no
07:39:01,12912.66,no
07:13:47,5047.46,no
18:03:00,128.84,no
06:15:24,120.64,no
07:45:46,11127.96,no
13:39:06,28895.29,no
